exercise_name,parent,leaf_class
py_student_score,DictionaryMethod,items()
py_student_score,DictionaryMethod,get()
py_student_score,ClassMethod,__init()__
py_student_score,ListMethod,reverse()
py_student_score,ListMethod,insert()
py_student_score,ListMethod,remove()
py_student_score,ListMethod,pop()
py_student_score,FileMethod,readline()
py_student_score,FileMethod,close()
py_student_score,FileMethod,read()
py_student_score,Operator,=
py_student_score,ComparisonOperator,LessOrEqual
py_student_score,ComparisonOperator,Less
py_student_score,ComparisonOperator,Larger
py_student_score,ComparisonOperator,LargerOrEqual
py_student_score,ComparisonOperator,==
py_student_score,ComparisonOperator,NotEqual
py_student_score,MembershipOperator,in
py_student_score,LogicalOperator,and
py_student_score,LogicalOperator,or
py_student_score,LogicalOperator,not
py_student_score,ArtithmeticOperator,//
py_student_score,ArtithmeticOperator,-
py_student_score,ArtithmeticOperator,+
py_student_score,ArtithmeticOperator,/
py_student_score,ArtithmeticOperator,**
py_student_score,ArtithmeticOperator,Modulus
py_student_score,ArtithmeticOperator,*
py_student_score,Statement,ExpressionStatement
py_student_score,ConditionalStatement,IfElifElseStatement
py_student_score,ConditionalStatement,IfStatement
py_student_score,ConditionalStatement,IfElifStatement
py_student_score,ImportStatement,Import
py_student_score,ImportStatement,ImportFrom
py_student_score,JumpStatement,PassStatement
py_student_score,JumpStatement,BreakStatement
py_student_score,JumpStatement,ContinueStatement
py_student_score,JumpStatement,ReturnStatement
py_student_score,IterationStatement,WhileStatement
py_student_score,ExceptionHandlingStatement,TryStatement
py_student_score,ExceptionHandlingStatement,RaiseStatement
py_student_score,ExceptionHandlingStatement,AssertStatement
py_student_score,AssignmentStatement,AugmentedAssignmentStatement
py_student_score,DefinitionStatement,ClassDefinition
py_student_score,BuiltInFunction,dict()
py_student_score,BuiltInFunction,str()
py_student_score,BuiltInFunction,next()
py_student_score,BuiltInFunction,input()
py_student_score,BuiltInFunction,int()
py_student_score,BuiltInFunction,max()
py_student_score,BuiltInFunction,float()
py_student_score,BuiltInFunction,set()
py_student_score,BuiltInFunction,open()
py_student_score,BuiltInFunction,tuple()
py_student_score,BuiltInFunction,abs()
py_student_score,BuiltInFunction,round()
py_student_score,BuiltInFunction,min()
py_student_score,BuiltInFunction,list()
py_score_dict2,ClassMethod,__init()__
bjects_classes_loan,Literal,StringLiteral
bjects_classes_loan,Literal,BooleanLiteral
bjects_classes_loan,Literal,NoneLiteral
bjects_classes_loan,NumericLiteral,FloatLiteral
bjects_classes_loan,NumericLiteral,IntegerLiteral
bjects_classes_loan,ClassMethod,__init()__
bjects_classes_loan,FileMethod,readline()
bjects_classes_loan,FileMethod,close()
bjects_classes_loan,FileMethod,read()
bjects_classes_loan,ComparisonOperator,LessOrEqual
bjects_classes_loan,ComparisonOperator,Less
bjects_classes_loan,ComparisonOperator,Larger
bjects_classes_loan,ComparisonOperator,LargerOrEqual
bjects_classes_loan,ComparisonOperator,NotEqual
bjects_classes_loan,MembershipOperator,in
bjects_classes_loan,IterationStatement,ForStatement
bjects_classes_loan,IterationStatement,WhileStatement
bjects_classes_loan,ExceptionHandlingStatement,TryStatement
bjects_classes_loan,ExceptionHandlingStatement,RaiseStatement
bjects_classes_loan,ExceptionHandlingStatement,AssertStatement
bjects_classes_loan,AssignmentStatement,AugmentedAssignmentStatement
bjects_classes_loan,BuiltInFunction,dict()
bjects_classes_loan,BuiltInFunction,str()
bjects_classes_loan,BuiltInFunction,next()
bjects_classes_loan,BuiltInFunction,max()
bjects_classes_loan,BuiltInFunction,set()
bjects_classes_loan,BuiltInFunction,open()
bjects_classes_loan,BuiltInFunction,range()
bjects_classes_loan,BuiltInFunction,tuple()
bjects_classes_loan,BuiltInFunction,abs()
bjects_classes_loan,BuiltInFunction,round()
bjects_classes_loan,BuiltInFunction,len()
bjects_classes_loan,BuiltInFunction,min()
bjects_classes_loan,BuiltInFunction,list()
py_loan2,SubscriptExpression,IndexingExpression
py_loan2,SubscriptExpression,SlicingExpression
py_loan2,Call,FunctionCall
py_loan2,ClassMethod,__init()__
py_tv2,Call,FunctionCall
py_tv2,ArithmeticExpression,UnaryOperation
py_tv2,Literal,StringLiteral
py_tv2,Literal,BooleanLiteral
py_tv2,Literal,NoneLiteral
py_tv2,NumericLiteral,FloatLiteral
py_tv2,NumericLiteral,IntegerLiteral
py_tv2,LiteralCollection,TupleLiteral
py_tv2,LiteralCollection,SetLiteral
py_tv2,LiteralCollection,ListLiteral
py_tv2,LiteralCollection,DictLiteral
py_tv2,ClassMethod,__init()__
py_tv2,MembershipOperator,in
py_tv2,IterationStatement,ForStatement
py_tv2,IterationStatement,WhileStatement
py_tv2,ExceptionHandlingStatement,TryStatement
py_tv2,ExceptionHandlingStatement,RaiseStatement
py_tv2,ExceptionHandlingStatement,AssertStatement
py_tv2,AssignmentStatement,AugmentedAssignmentStatement
objects_classes_point,ArithmeticExpression,UnaryOperation
objects_classes_point,Literal,StringLiteral
objects_classes_point,ClassMethod,__init()__
objects_classes_point,AssignmentStatement,AugmentedAssignmentStatement
py_point2,SubscriptExpression,SlicingExpression
py_point2,Literal,StringLiteral
py_point2,ClassMethod,__init()__
py_point2,AssignmentStatement,AugmentedAssignmentStatement
py_point2,BuiltInFunction,list()
objects_classes_account,Call,FunctionCall
objects_classes_account,ArithmeticExpression,UnaryOperation
objects_classes_account,Literal,StringLiteral
objects_classes_account,NumericLiteral,FloatLiteral
objects_classes_account,NumericLiteral,IntegerLiteral
objects_classes_account,LiteralCollection,TupleLiteral
objects_classes_account,LiteralCollection,SetLiteral
objects_classes_account,LiteralCollection,ListLiteral
objects_classes_account,LiteralCollection,DictLiteral
objects_classes_account,ClassMethod,__init()__
objects_classes_account,AssignmentStatement,AugmentedAssignmentStatement
py_char_dict,SubscriptExpression,SlicingExpression
py_char_dict,Call,FunctionCall
py_char_dict,ArithmeticExpression,BinaryOperation
py_char_dict,ArithmeticExpression,UnaryOperation
py_char_dict,LogicalExpression,BooleanExpression
py_char_dict,Literal,BooleanLiteral
py_char_dict,Literal,NoneLiteral
py_char_dict,NumericLiteral,FloatLiteral
py_char_dict,NumericLiteral,IntegerLiteral
py_char_dict,LiteralCollection,TupleLiteral
py_char_dict,LiteralCollection,SetLiteral
py_char_dict,LiteralCollection,ListLiteral
py_char_dict,Error,TypeError
py_char_dict,Error,OSError
py_char_dict,Error,IndexError
py_char_dict,Error,IOError
py_char_dict,Error,FileNotFoundError
py_char_dict,Error,ValueError
py_char_dict,Error,AssertionError
py_char_dict,StringMethod,split()
py_char_dict,StringMethod,lower()
py_char_dict,StringMethod,join()
py_char_dict,StringMethod,format()
py_char_dict,StringMethod,capitalize()
py_char_dict,StringMethod,rstrip()
py_char_dict,StringMethod,replace()
py_char_dict,DictionaryMethod,values()
py_char_dict,DictionaryMethod,keys()
py_char_dict,DictionaryMethod,items()
py_char_dict,DictionaryMethod,get()
py_char_dict,ClassMethod,__init()__
py_char_dict,ListMethod,reverse()
py_char_dict,ListMethod,insert()
py_char_dict,ListMethod,remove()
py_char_dict,ListMethod,append()
py_char_dict,ListMethod,pop()
py_char_dict,FileMethod,readline()
py_char_dict,FileMethod,close()
py_char_dict,FileMethod,read()
py_char_dict,Operator,=
py_char_dict,ComparisonOperator,LessOrEqual
py_char_dict,ComparisonOperator,Less
py_char_dict,ComparisonOperator,Larger
py_char_dict,ComparisonOperator,LargerOrEqual
py_char_dict,ComparisonOperator,==
py_char_dict,ComparisonOperator,NotEqual
py_char_dict,LogicalOperator,and
py_char_dict,LogicalOperator,or
py_char_dict,LogicalOperator,not
py_char_dict,ArtithmeticOperator,//
py_char_dict,ArtithmeticOperator,-
py_char_dict,ArtithmeticOperator,+
py_char_dict,ArtithmeticOperator,/
py_char_dict,ArtithmeticOperator,**
py_char_dict,ArtithmeticOperator,Modulus
py_char_dict,ArtithmeticOperator,*
py_char_dict,Statement,ExpressionStatement
py_char_dict,ConditionalStatement,IfElifElseStatement
py_char_dict,ConditionalStatement,IfStatement
py_char_dict,ConditionalStatement,IfElseStatement
py_char_dict,ConditionalStatement,IfElifStatement
py_char_dict,ImportStatement,Import
py_char_dict,ImportStatement,ImportFrom
py_char_dict,JumpStatement,PassStatement
py_char_dict,JumpStatement,BreakStatement
py_char_dict,JumpStatement,ContinueStatement
py_char_dict,JumpStatement,ReturnStatement
py_char_dict,IterationStatement,WhileStatement
py_char_dict,ExceptionHandlingStatement,TryStatement
py_char_dict,ExceptionHandlingStatement,RaiseStatement
py_char_dict,ExceptionHandlingStatement,AssertStatement
py_char_dict,AssignmentStatement,AugmentedAssignmentStatement
py_char_dict,DefinitionStatement,ClassDefinition
py_char_dict,BuiltInFunction,dict()
py_char_dict,BuiltInFunction,str()
py_char_dict,BuiltInFunction,next()
py_char_dict,BuiltInFunction,int()
py_char_dict,BuiltInFunction,max()
py_char_dict,BuiltInFunction,float()
py_char_dict,BuiltInFunction,set()
py_char_dict,BuiltInFunction,open()
py_char_dict,BuiltInFunction,range()
py_char_dict,BuiltInFunction,tuple()
py_char_dict,BuiltInFunction,abs()
py_char_dict,BuiltInFunction,round()
py_char_dict,BuiltInFunction,len()
py_char_dict,BuiltInFunction,min()
py_char_dict,BuiltInFunction,list()
py_first_char_words_dict,ClassMethod,__init()__
ae_adl_hello,Literal,BooleanLiteral
ae_adl_hello,Literal,NoneLiteral
ae_adl_hello,NumericLiteral,FloatLiteral
ae_adl_hello,NumericLiteral,IntegerLiteral
ae_adl_hello,LiteralCollection,TupleLiteral
ae_adl_hello,LiteralCollection,SetLiteral
ae_adl_hello,LiteralCollection,ListLiteral
ae_adl_hello,LiteralCollection,DictLiteral
ae_adl_hello,ClassMethod,__init()__
ae_adl_hello,AssignmentStatement,AugmentedAssignmentStatement
ae_adl_hello,BuiltInFunction,list()
ae_adl_variables,SubscriptExpression,IndexingExpression
ae_adl_variables,SubscriptExpression,SlicingExpression
ae_adl_variables,Call,FunctionCall
ae_adl_variables,ArithmeticExpression,UnaryOperation
ae_adl_variables,LogicalExpression,ComparisonExpression
ae_adl_variables,LogicalExpression,BooleanExpression
ae_adl_variables,Literal,BooleanLiteral
ae_adl_variables,Literal,NoneLiteral
ae_adl_variables,NumericLiteral,FloatLiteral
ae_adl_variables,NumericLiteral,IntegerLiteral
ae_adl_variables,LiteralCollection,TupleLiteral
ae_adl_variables,LiteralCollection,SetLiteral
ae_adl_variables,LiteralCollection,ListLiteral
ae_adl_variables,LiteralCollection,DictLiteral
ae_adl_variables,Error,TypeError
ae_adl_variables,Error,OSError
ae_adl_variables,Error,IndexError
ae_adl_variables,Error,IOError
ae_adl_variables,Error,FileNotFoundError
ae_adl_variables,Error,ValueError
ae_adl_variables,Error,AssertionError
ae_adl_variables,StringMethod,split()
ae_adl_variables,StringMethod,lower()
ae_adl_variables,StringMethod,join()
ae_adl_variables,StringMethod,format()
ae_adl_variables,StringMethod,capitalize()
ae_adl_variables,StringMethod,rstrip()
ae_adl_variables,StringMethod,replace()
ae_adl_variables,DictionaryMethod,values()
ae_adl_variables,DictionaryMethod,keys()
ae_adl_variables,DictionaryMethod,items()
ae_adl_variables,DictionaryMethod,get()
ae_adl_variables,ClassMethod,__init()__
ae_adl_variables,ListMethod,reverse()
ae_adl_variables,ListMethod,insert()
ae_adl_variables,ListMethod,remove()
ae_adl_variables,ListMethod,append()
ae_adl_variables,ListMethod,pop()
ae_adl_variables,FileMethod,readline()
ae_adl_variables,FileMethod,close()
ae_adl_variables,FileMethod,read()
ae_adl_variables,Operator,=
ae_adl_variables,ComparisonOperator,LessOrEqual
ae_adl_variables,ComparisonOperator,Less
ae_adl_variables,ComparisonOperator,Larger
ae_adl_variables,ComparisonOperator,LargerOrEqual
ae_adl_variables,ComparisonOperator,==
ae_adl_variables,ComparisonOperator,NotEqual
ae_adl_variables,MembershipOperator,in
ae_adl_variables,LogicalOperator,and
ae_adl_variables,LogicalOperator,or
ae_adl_variables,LogicalOperator,not
ae_adl_variables,ArtithmeticOperator,//
ae_adl_variables,ArtithmeticOperator,-
ae_adl_variables,ArtithmeticOperator,+
ae_adl_variables,ArtithmeticOperator,/
ae_adl_variables,ArtithmeticOperator,**
ae_adl_variables,ArtithmeticOperator,Modulus
ae_adl_variables,ArtithmeticOperator,*
ae_adl_variables,Statement,ExpressionStatement
ae_adl_variables,ConditionalStatement,IfElifElseStatement
ae_adl_variables,ConditionalStatement,IfStatement
ae_adl_variables,ConditionalStatement,IfElseStatement
ae_adl_variables,ConditionalStatement,IfElifStatement
ae_adl_variables,ImportStatement,Import
ae_adl_variables,ImportStatement,ImportFrom
ae_adl_variables,JumpStatement,PassStatement
ae_adl_variables,JumpStatement,BreakStatement
ae_adl_variables,JumpStatement,ContinueStatement
ae_adl_variables,JumpStatement,ReturnStatement
ae_adl_variables,IterationStatement,ForStatement
ae_adl_variables,IterationStatement,WhileStatement
ae_adl_variables,ExceptionHandlingStatement,TryStatement
ae_adl_variables,ExceptionHandlingStatement,RaiseStatement
ae_adl_variables,ExceptionHandlingStatement,AssertStatement
ae_adl_variables,AssignmentStatement,AugmentedAssignmentStatement
ae_adl_variables,DefinitionStatement,FunctionDefinition
ae_adl_variables,DefinitionStatement,ClassDefinition
ae_adl_variables,BuiltInFunction,dict()
ae_adl_variables,BuiltInFunction,str()
ae_adl_variables,BuiltInFunction,next()
ae_adl_variables,BuiltInFunction,input()
ae_adl_variables,BuiltInFunction,int()
ae_adl_variables,BuiltInFunction,max()
ae_adl_variables,BuiltInFunction,float()
ae_adl_variables,BuiltInFunction,set()
ae_adl_variables,BuiltInFunction,open()
ae_adl_variables,BuiltInFunction,range()
ae_adl_variables,BuiltInFunction,tuple()
ae_adl_variables,BuiltInFunction,abs()
ae_adl_variables,BuiltInFunction,round()
ae_adl_variables,BuiltInFunction,len()
ae_adl_variables,BuiltInFunction,min()
ae_adl_variables,BuiltInFunction,list()
ae_adl_arithmetics2,Call,FunctionCall
ae_adl_arithmetics2,Literal,BooleanLiteral
ae_adl_arithmetics2,Literal,NoneLiteral
ae_adl_arithmetics2,NumericLiteral,FloatLiteral
ae_adl_arithmetics2,NumericLiteral,IntegerLiteral
ae_adl_arithmetics2,LiteralCollection,TupleLiteral
ae_adl_arithmetics2,LiteralCollection,SetLiteral
ae_adl_arithmetics2,LiteralCollection,ListLiteral
ae_adl_arithmetics2,LiteralCollection,DictLiteral
ae_adl_arithmetics2,Error,TypeError
ae_adl_arithmetics2,Error,OSError
ae_adl_arithmetics2,Error,IndexError
ae_adl_arithmetics2,Error,IOError
ae_adl_arithmetics2,Error,FileNotFoundError
ae_adl_arithmetics2,Error,ValueError
ae_adl_arithmetics2,Error,AssertionError
ae_adl_arithmetics2,StringMethod,split()
ae_adl_arithmetics2,StringMethod,lower()
ae_adl_arithmetics2,StringMethod,join()
ae_adl_arithmetics2,StringMethod,format()
ae_adl_arithmetics2,StringMethod,capitalize()
ae_adl_arithmetics2,StringMethod,rstrip()
ae_adl_arithmetics2,StringMethod,replace()
ae_adl_arithmetics2,DictionaryMethod,values()
ae_adl_arithmetics2,DictionaryMethod,keys()
ae_adl_arithmetics2,DictionaryMethod,items()
ae_adl_arithmetics2,DictionaryMethod,get()
ae_adl_arithmetics2,ClassMethod,__init()__
ae_adl_arithmetics2,ListMethod,reverse()
ae_adl_arithmetics2,ListMethod,insert()
ae_adl_arithmetics2,ListMethod,remove()
ae_adl_arithmetics2,ListMethod,append()
ae_adl_arithmetics2,ListMethod,pop()
ae_adl_arithmetics2,FileMethod,readline()
ae_adl_arithmetics2,FileMethod,close()
ae_adl_arithmetics2,FileMethod,read()
ae_adl_arithmetics2,ComparisonOperator,LessOrEqual
ae_adl_arithmetics2,ComparisonOperator,Less
ae_adl_arithmetics2,ComparisonOperator,Larger
ae_adl_arithmetics2,ComparisonOperator,LargerOrEqual
ae_adl_arithmetics2,ComparisonOperator,NotEqual
ae_adl_arithmetics2,MembershipOperator,in
ae_adl_arithmetics2,LogicalOperator,and
ae_adl_arithmetics2,LogicalOperator,or
ae_adl_arithmetics2,LogicalOperator,not
ae_adl_arithmetics2,ArtithmeticOperator,//
ae_adl_arithmetics2,ArtithmeticOperator,**
ae_adl_arithmetics2,ArtithmeticOperator,Modulus
ae_adl_arithmetics2,AssignmentStatement,AugmentedAssignmentStatement
ae_adl_arithmetics2,BuiltInFunction,dict()
ae_adl_arithmetics2,BuiltInFunction,str()
ae_adl_arithmetics2,BuiltInFunction,next()
ae_adl_arithmetics2,BuiltInFunction,input()
ae_adl_arithmetics2,BuiltInFunction,int()
ae_adl_arithmetics2,BuiltInFunction,max()
ae_adl_arithmetics2,BuiltInFunction,float()
ae_adl_arithmetics2,BuiltInFunction,set()
ae_adl_arithmetics2,BuiltInFunction,open()
ae_adl_arithmetics2,BuiltInFunction,range()
ae_adl_arithmetics2,BuiltInFunction,tuple()
ae_adl_arithmetics2,BuiltInFunction,abs()
ae_adl_arithmetics2,BuiltInFunction,round()
ae_adl_arithmetics2,BuiltInFunction,len()
ae_adl_arithmetics2,BuiltInFunction,min()
ae_adl_arithmetics2,BuiltInFunction,list()
ae_adl_swap,Call,FunctionCall
ae_adl_swap,Literal,StringLiteral
ae_adl_swap,Literal,BooleanLiteral
ae_adl_swap,Literal,NoneLiteral
