exercise_name,educational_list,parser_list
ae_adl_lists3,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingList, FindingLength, ForLoopWithListIndexing, ForLoopWithUpdate, HandlingFunction, HandlingList, HandlingStandardFunction, IndexingList, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, ReplacingListElement, SingleForLoopIteration, UpdatingVariable]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IndexingExpression, IntegerLiteral, IterationStatement, ListLiteral, Literal, LiteralCollection, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, in, len(), print(), range()]"
ae_adl_logic,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CheckingCondition, ManagingVariable, Substraction, UpdatingVariable]","[-, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, ComparisonExpression, ComparisonOperator, Larger, LargerOrEqual, Less, Literal, LogicalExpression, LogicalOperator, Operator, SimpleAssignmentStatement, and, or]"
ae_adl_nested_if,"[BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, IfElseChecking, NestedIfChecking, Printing, Python]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, LargerOrEqual, Less, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_objects1,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingObject, HandlingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, ManagingVariable, Printing, Python]","[=, AssignmentStatement, BuiltInFunction, Call, ClassMethod, ExpressionStatement, FunctionCall, IntegerLiteral, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, __init()__, print()]"
ae_adl_objects2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CheckingCondition, CreatingObject, DefiningClass, DefiningOOPMethod, DefiningStandardFunction, FindMinimum, HandlingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, IfChecking, ManagingVariable, NestedFunctionCall, Printing, Python, Substraction, UpdatingVariable]","[+, -, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfStatement, JumpStatement, Larger, Less, LogicalExpression, ReturnStatement, SimpleAssignmentStatement, Statement, min(), print()]"
ae_adl_objects3,"[AccessingDictionary, AddingItemToDictionary, Addition, ArithmeticOperation, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingDictionary, CreatingObject, DefiningClass, DefiningOOPMethod, DefiningStandardFunction, HandlingDictionary, HandlingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, IndexingDictionary, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BuiltInFunction, Call, ClassDefinition, DefinitionStatement, DictLiteral, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, JumpStatement, LiteralCollection, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, SubscriptExpression, dict(), print()]"
ae_adl_recursion,"[CheckingCondition, DefiningRecursiveFunction, HandlingRecursiveFunction, IfElseChecking, Printing, Python]","[*, -, =, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IntegerLiteral, JumpStatement, Less, Literal, LogicalExpression, NumericLiteral, Operator, ReturnStatement, Statement, StringLiteral, print()]"
ae_adl_returnvalue,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, DefiningStandardFunction, FormattingString, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Printing, Python, TransformingToFloatType]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, JumpStatement, Literal, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, float(), format(), input(), print()]"
ae_adl_simple_arithmetics,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, Multiplication, Printing, Python]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_strings,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, FindingLength, HandlingFunction, HandlingStandardFunction, HandlingString, ManagingVariable, Printing, Python]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, Literal, Operator, SimpleAssignmentStatement, Statement, StringLiteral, len(), print()]"
ae_adl_swap,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, Printing, Python, SwappingVariablesValue]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_tryexcept1,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, HandlingError, HandlingFunction, HandlingInteger, HandlingSpecificError, HandlingStandardFunction, HandlingString, ManagingVariable, Printing, Python, TransformingToIntType]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, Literal, Operator, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, ValueError, int(), print()]"
ae_adl_tryexcept2,"[Addition, ArithmeticOperation, CallingFunctionLibrary, CallingStandardFunction, DefiningStandardFunction, Division, HandlingError, HandlingFunction, HandlingInteger, HandlingSpecificError, HandlingStandardFunction, Printing, Python, TransformingToIntType]","[+, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, Literal, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, ValueError, int(), print()]"
ae_adl_vals_refs1,"[AssigningVariable, CallingFunctionLibrary, HandlingFunction, ManagingVariable, Printing, Python, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, int(), print()]"
ae_adl_vals_refs2,"[AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, CreatingList, HandlingFunction, HandlingFunctionCallingFunction, HandlingList, HandlingStandardFunction, IndexingList, ManagingVariable, Printing, Python, ReplacingListElement, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, ListLiteral, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, print()]"
ae_adl_vals_refs3,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingList, HandlingFunction, HandlingList, HandlingStandardFunction, IndexingList, ListReferencing, ManagingVariable, Printing, Python, ReplacingListElement, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IndexingExpression, IntegerLiteral, ListLiteral, Literal, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, print()]"
ae_adl_variables,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, Printing, Python, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, ExpressionStatement, Literal, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_adl_while,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, ManagingVariable, Multiplication, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith*=, WhileLoopWithUpdate]","[*, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Less, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, print()]"
ae_python_assignment,"[Addition, ArithmeticOperation, AssigningVariable, ManagingVariable, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, IntegerLiteral, NumericLiteral, Operator, SimpleAssignmentStatement]"
ae_python_class1,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingObject, HandlingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, ManagingVariable, Printing, Python]","[=, AssignmentStatement, BuiltInFunction, Call, ClassMethod, ExpressionStatement, FunctionCall, IntegerLiteral, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, __init()__, print()]"
ae_python_class2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CheckingCondition, CreatingObject, DefiningClass, DefiningOOPMethod, DefiningStandardFunction, FindMinimum, HandlingFunction, HandlingFunctionCallingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, IfChecking, ManagingVariable, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanLiteral, BuiltInFunction, Call, ClassDefinition, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IfStatement, JumpStatement, Larger, Less, Literal, LogicalExpression, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, min(), print()]"
ae_python_file,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, CheckingInForLoop, ClosingFile, HandlingFile, HandlingFunction, HandlingInteger, HandlingString, IfChecking, IfCheckingInForLoop, IndexingString, ManagingVariable, NonNestedIteration, OpeningFile, Printing, Python, ReadingLine, SingleForLoopIteration, SplittingString, TransformingToIntType, TrimmingString, UpdatingVariable]","[=, AssignmentStatement, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FileMethod, ForStatement, FunctionCall, FunctionDefinition, IfStatement, IndexingExpression, IntegerLiteral, IterationStatement, Less, Literal, LogicalExpression, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, close(), in, int(), open(), print(), rstrip(), split()]"
ae_python_float,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, ManagingVariable, Multiplication, Printing, Python, TransformingToFloatType]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print()]"
ae_python_for,"[ArithmeticOperation, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, Multiplication, NonNestedIteration, Printing, Python, SingleForLoopIteration]","[*, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, ForStatement, FunctionCall, IntegerLiteral, IterationStatement, Literal, NumericLiteral, Statement, StringLiteral, print(), range()]"
ae_python_function,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, CreatingString, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, NestedFunctionCall, Printing, Python]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, JumpStatement, Literal, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, print()]"
ae_python_if,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, IfElseChecking, ManagingVariable, Printing, Python, TransformingToFloatType]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Larger, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print()]"
